D_TEMPORAL_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2019;3142;% Turistas;13.19561143160467;A
2020;3143;% Turistas;100.0;A
2020;2352;% Turistas;7.882704102562601;A
2020;2402;% Turistas;17.242907431917644;A
2020;2482;% Turistas;4.6963116954282205;A
2020;2713;% Turistas;13.714941196450425;A
2020;2797;% Turistas;8.028427848630507;A
2020;2911;% Turistas;2.76105570885292;A
2020;3023;% Turistas;26.274682899066065;A
2020;3142;% Turistas;10.72347638761187;A
2020;3144;% Turistas;8.675492729479737;A
2021;3143;% Turistas;100.0;A
2021;2352;% Turistas;9.63900684356538;A
2021;2402;% Turistas;19.357290817260655;A
2021;2482;% Turistas;6.1374921536525395;A
2021;2713;% Turistas;12.483570843615217;A
2021;2797;% Turistas;10.618967814478228;A
2021;2911;% Turistas;3.553725498311306;A
2021;3023;% Turistas;26.337900452321772;A
2021;3142;% Turistas;11.872045576794916;A
2021;3144;% Turistas;;A
1998;3143;Turistas;18003022;A
1998;2352;Turistas;2355518.169693264;A
1998;2402;Turistas;2462274.271588753;A
1998;2482;Turistas;621797.250664031;A
1998;2713;Turistas;2824076.479735423;A
1998;2797;Turistas;1287124.217605812;A
1998;2911;Turistas;836879.719106165;A
1998;3023;Turistas;6367913.371373459;A
1998;3142;Turistas;1247438.184728683;A
1999;3143;Turistas;18377037;A
1999;2352;Turistas;1645681.653;A
1999;2402;Turistas;2468103.036;A
1999;2482;Turistas;743608.939;A
1999;2713;Turistas;2614465.591;A
1999;2797;Turistas;1210883.304;A
1999;2911;Turistas;857295.143;A
1999;3023;Turistas;6928511.323;A
1999;3142;Turistas;1908488.011;A
2000;3143;Turistas;18567863;A
2000;2352;Turistas;1864173.822;A
2000;2402;Turistas;2682428.878;A
2000;2482;Turistas;704375.556;A
2000;2713;Turistas;2228642.48;A
2000;2797;Turistas;1232662.272;A
2000;2911;Turistas;870561.252;A
2000;3023;Turistas;7123880.533;A
2000;3142;Turistas;1861138.207;A
2001;3143;Turistas;20621052;A
2001;2352;Turistas;2085980.288;A
2001;2402;Turistas;3352707.287;A
2001;2482;Turistas;792390.061;A
2001;2713;Turistas;2777750.664;A
2001;2797;Turistas;1519494.943000001;A
2001;2911;Turistas;930401.116000001;A
2001;3023;Turistas;7368647.218000001;A
2001;3142;Turistas;1793680.423;A
2002;3143;Turistas;20875367;A
2002;2352;Turistas;2656332.242434084;A
2002;2402;Turistas;3053520.041154843;A
2002;2482;Turistas;831009.465302898;A
2002;2713;Turistas;2588069.22196277;A
2002;2797;Turistas;1358638.390824173;A
2002;2911;Turistas;827818.958479432;A
2002;3023;Turistas;7656070.072135066;A
2002;3142;Turistas;1903908.607706733;A
2003;3143;Turistas;21306548;A
2003;2352;Turistas;2703311.443;A
2003;2402;Turistas;3156377.216;A
2003;2482;Turistas;891723.343;A
2003;2713;Turistas;2603238.307;A
2003;2797;Turistas;1373409.186;A
2003;2911;Turistas;806362.532;A
2003;3023;Turistas;7939406.356;A
2003;3142;Turistas;1832719.617;A
2004;3143;Turistas;21916602;A
2004;2352;Turistas;2934821.207;A
2004;2402;Turistas;3376328.548;A
2004;2482;Turistas;953904.804;A
2004;2713;Turistas;2711762.677;A
2004;2797;Turistas;1572593.232;A
2004;2911;Turistas;863529.958;A
2004;3023;Turistas;7611663.46;A
2004;3142;Turistas;1891998.114;A
2005;3143;Turistas;23473145;A
2005;2352;Turistas;2781734.083052763;A
2005;2402;Turistas;3456340.688101539;A
2005;2482;Turistas;1050280.473549609;A
2005;2713;Turistas;3169583.34583437;A
2005;2797;Turistas;1786858.554245122;A
2005;2911;Turistas;893923.080384713;A
2005;3023;Turistas;8255024.797396494;A
2005;3142;Turistas;2079399.977435388;A
2006;3143;Turistas;25221896;A
2006;2352;Turistas;2345269.062;A
2006;2402;Turistas;3849400.522;A
2006;2482;Turistas;1252405.448;A
2006;2713;Turistas;3583781.056;A
2006;2797;Turistas;2216248.972;A
2006;2911;Turistas;1056517.21;A
2006;3023;Turistas;8043813.494;A
2006;3142;Turistas;2874460.236;A
2007;3143;Turistas;25801467;A
2007;2352;Turistas;2496066.999997123;A
2007;2402;Turistas;3885467.999997052;A
2007;2482;Turistas;1298898.000002483;A
2007;2713;Turistas;3561813.000003493;A
2007;2797;Turistas;2178821.999997678;A
2007;2911;Turistas;994816.000005916;A
2007;3023;Turistas;8505639.99999999;A
2007;3142;Turistas;2879942.999993788;A
2008;3143;Turistas;25146117;A
2008;2352;Turistas;2225478.999994558;A
2008;2402;Turistas;3769916.000000133;A
2008;2482;Turistas;1284367.000004913;A
2008;2713;Turistas;3495911.000000557;A
2008;2797;Turistas;2023329.999993108;A
2008;2911;Turistas;842326.999993114;A
2008;3023;Turistas;8662779.000001924;A
2008;3142;Turistas;2842007.999998259;A
2009;3143;Turistas;21926400;A
2009;2352;Turistas;1876563.000000458;A
2009;2402;Turistas;3374544.999993992;A
2009;2482;Turistas;1102448.999997965;A
2009;2713;Turistas;2992655.999997204;A
2009;2797;Turistas;1764377.000002559;A
2009;2911;Turistas;763214.999997389;A
2009;3023;Turistas;7490912.000003498;A
2009;3142;Turistas;2561682.999998878;A
2010;3143;Turistas;21293968;A
2010;2352;Turistas;1597388.000001897;A
2010;2402;Turistas;3107344.99999985;A
2010;2482;Turistas;1069795.00000099;A
2010;2713;Turistas;2999479.000003653;A
2010;2797;Turistas;1699413.000000174;A
2010;2911;Turistas;715561.999999249;A
2010;3023;Turistas;7383243.999999118;A
2010;3142;Turistas;2721742.000002866;A
2011;3143;Turistas;21785012;A
2011;2352;Turistas;1699341.999999157;A
2011;2402;Turistas;3265111.000000614;A
2011;2482;Turistas;1151234.000002625;A
2011;2713;Turistas;3352995.999998057;A
2011;2797;Turistas;1494018.000000491;A
2011;2911;Turistas;615389.999997364;A
2011;3023;Turistas;7473986.99999909;A
2011;3142;Turistas;2732934.000000448;A
2012;3143;Turistas;21592852;A
2012;2352;Turistas;1869289.0;A
2012;2402;Turistas;3273579.0;A
2012;2482;Turistas;1342413.0;A
2012;2713;Turistas;3233285.0;A
2012;2797;Turistas;1576874.0;A
2012;2911;Turistas;550293.0;A
2012;3023;Turistas;7073502.0;A
2012;3142;Turistas;2673617.0;A
2013;3143;Turistas;22524276;A
2013;2352;Turistas;1950316.0;A
2013;2402;Turistas;3488824.0;A
2013;2482;Turistas;1333216.0;A
2013;2713;Turistas;3451389.0;A
2013;2797;Turistas;1744629.0;A
2013;2911;Turistas;518881.0;A
2013;3023;Turistas;7420522.0;A
2013;3142;Turistas;2616499.0;A
2014;3143;Turistas;24025646;A
2014;2352;Turistas;2032161.0;A
2014;2402;Turistas;3762671.0;A
2014;2482;Turistas;1487718.0;A
2014;2713;Turistas;3865275.0;A
2014;2797;Turistas;1736520.0;A
2014;2911;Turistas;540092.0;A
2014;3023;Turistas;7743944.0;A
2014;3142;Turistas;2857265.0;A
2015;3143;Turistas;26029241;A
2015;2352;Turistas;2198515.025825469;A
2015;2402;Turistas;3998333.675049661;A
2015;2482;Turistas;1512866.263370823;A
2015;2713;Turistas;4100725.724784524;A
2015;2797;Turistas;1897193.106172797;A
2015;2911;Turistas;665535.231132711;A
2015;3023;Turistas;8451926.022448119;A
2015;3142;Turistas;3204145.951215481;A
2016;3143;Turistas;28214287;A
2016;2352;Turistas;2285120.0;A
2016;2402;Turistas;4308844.0;A
2016;2482;Turistas;1757771.0;A
2016;2713;Turistas;4389472.0;A
2016;2797;Turistas;2085956.0;A
2016;2911;Turistas;759189.0;A
2016;3023;Turistas;8976703.0;A
2016;3142;Turistas;3651232.0;A
2017;3143;Turistas;29767804;A
2017;2352;Turistas;2419874.55131482;A
2017;2402;Turistas;4624635.057023742;A
2017;2482;Turistas;1861996.947839438;A
2017;2713;Turistas;4449938.265698709;A
2017;2797;Turistas;2238920.049330999;A
2017;2911;Turistas;809501.029772291;A
2017;3023;Turistas;9517862.231644653;A
2017;3142;Turistas;3845076.005810409;A
2018;3143;Turistas;30654795;A
2018;2352;Turistas;2560965.911169647;A
2018;2402;Turistas;4745501.048526566;A
2018;2482;Turistas;1839919.588770554;A
2018;2713;Turistas;4690028.817145421;A
2018;2797;Turistas;2318093.297493559;A
2018;2911;Turistas;815772.52253074;A
2018;3023;Turistas;9642368.695414249;A
2018;3142;Turistas;4042144.686325769;A
2019;3143;Turistas;32528662;A
2019;2352;Turistas;2598529.28069147;A
2019;2402;Turistas;5027059.547805468;A
2019;2482;Turistas;1900134.173133395;A
2019;2713;Turistas;5062187.8597135;A
2019;2797;Turistas;2578142.634530619;A
2019;2911;Turistas;825247.698617801;A
2019;3023;Turistas;10245005;A
2019;3142;Turistas;4292355.881537134;A
2020;3143;Turistas;13388773;A
2020;2352;Turistas;1055397.332947549;A
2020;2402;Turistas;2308613.678647572;A
2020;2482;Turistas;628778.497017796;A
2020;2713;Turistas;1836262.299324497;A
2020;2797;Turistas;1074907.954042307;A
2020;2911;Turistas;369671.472292821;A
2020;3023;Turistas;3517857.564474866;A
2020;3142;Turistas;1435741.876411719;A
2020;3144;Turistas;1161542.0;A
2021;3143;Turistas;20057009;A
2021;2352;Turistas;1933296.430466322;A
2021;2402;Turistas;3882493.481731566;A
2021;2482;Turistas;1230997.328380622;A
2021;2713;Turistas;2503830.87626356;A
2021;2797;Turistas;2129847.286566902;A
2021;2911;Turistas;712771.02841034;A
2021;3023;Turistas;5282594.955770004;A
2021;3142;Turistas;2381177.200976164;A
2021;3144;Turistas;;A
1998;3143;Tasa de variación interanual;-;A
1998;2352;Tasa de variación interanual;-;A
1998;2402;Tasa de variación interanual;-;A
1998;2482;Tasa de variación interanual;-;A
1998;2713;Tasa de variación interanual;-;A
1998;2797;Tasa de variación interanual;-;A
1998;2911;Tasa de variación interanual;-;A
1998;3023;Tasa de variación interanual;-;A
1998;3142;Tasa de variación interanual;-;A
1999;3143;Tasa de variación interanual;2.077514222193145;A
1999;2352;Tasa de variación interanual;-30.135047388986997;A
1999;2402;Tasa de variación interanual;0.23672279235919277;A
1999;2482;Tasa de variación interanual;19.590258433256757;A
1999;2713;Tasa de variación interanual;-7.4222808850793065;A
1999;2797;Tasa de variación interanual;-5.923353205771251;A
1999;2911;Tasa de variación interanual;2.4394693081629315;A
1999;3023;Tasa de variación interanual;8.803479553391426;A
1999;3142;Tasa de variación interanual;52.99259188663484;A
2000;3143;Tasa de variación interanual;1.038393730175327;A
2000;2352;Tasa de variación interanual;13.276697142591285;A
2000;2402;Tasa de variación interanual;8.68382878971509;A
2000;2482;Tasa de variación interanual;-5.276077376471671;A
2000;2713;Tasa de variación interanual;-14.757245699777123;A
2000;2797;Tasa de variación interanual;1.798601725538377;A
2000;2911;Tasa de variación interanual;1.5474377882950328;A
2000;3023;Tasa de variación interanual;2.819786255547409;A
2000;3142;Tasa de variación interanual;-2.4810113412863353;A
2001;3143;Tasa de variación interanual;11.057756081030993;A
2001;2352;Tasa de variación interanual;11.898378969941357;A
2001;2402;Tasa de variación interanual;24.98774206083536;A
2001;2482;Tasa de variación interanual;12.495394573289254;A
2001;2713;Tasa de variación interanual;24.638684263076595;A
2001;2797;Tasa de variación interanual;23.26936400305442;A
2001;2911;Tasa de variación interanual;6.873710937918127;A
2001;3023;Tasa de variación interanual;3.4358617310631066;A
2001;3142;Tasa de variación interanual;-3.6245445795632945;A
2002;3143;Tasa de variación interanual;1.2332784961698182;A
2002;2352;Tasa de variación interanual;27.342154559903687;A
2002;2402;Tasa de variación interanual;-8.923750874561726;A
2002;2482;Tasa de variación interanual;4.87378706569844;A
2002;2713;Tasa de variación interanual;-6.828598567017745;A
2002;2797;Tasa de variación interanual;-10.586185424101652;A
2002;2911;Tasa de variación interanual;-11.025584100929734;A
2002;3023;Tasa de variación interanual;3.9006190095917868;A
2002;3142;Tasa de variación interanual;6.145363649694754;A
2003;3143;Tasa de variación interanual;2.0655014113045294;A
2003;2352;Tasa de variación interanual;1.7685739688521587;A
2003;2402;Tasa de variación interanual;3.36847878706755;A
2003;2482;Tasa de variación interanual;7.3060392488997925;A
2003;2713;Tasa de variación interanual;0.5861158932111538;A
2003;2797;Tasa de variación interanual;1.0871763432848869;A
2003;2911;Tasa de variación interanual;-2.5919225767484204;A
2003;3023;Tasa de variación interanual;3.7008057814956667;A
2003;3142;Tasa de variación interanual;-3.7390970563697614;A
2004;3143;Tasa de variación interanual;2.8632230805290466;A
2004;2352;Tasa de variación interanual;8.56393238002507;A
2004;2402;Tasa de variación interanual;6.968474201532189;A
2004;2482;Tasa de variación interanual;6.973178563522254;A
2004;2713;Tasa de variación interanual;4.168821951804511;A
2004;2797;Tasa de variación interanual;14.502891638588478;A
2004;2911;Tasa de variación interanual;7.089543937291964;A
2004;3023;Tasa de variación interanual;-4.1280529211395836;A
2004;3142;Tasa de variación interanual;3.234455311665929;A
2005;3143;Tasa de variación interanual;7.102118293702629;A
2005;2352;Tasa de variación interanual;-5.2162333971862;A
2005;2402;Tasa de variación interanual;2.3697972209764635;A
2005;2482;Tasa de variación interanual;10.103279608769961;A
2005;2713;Tasa de variación interanual;16.882770484209654;A
2005;2797;Tasa de variación interanual;13.624967848336889;A
2005;2911;Tasa de variación interanual;3.5196372868297217;A
2005;3023;Tasa de variación interanual;8.452309285314804;A
2005;3142;Tasa de variación interanual;9.9049709430835;A
2006;3143;Tasa de variación interanual;7.450007231668376;A
2006;2352;Tasa de variación interanual;-15.690393402872369;A
2006;2402;Tasa de variación interanual;11.372138031750469;A
2006;2482;Tasa de variación interanual;19.244856925433815;A
2006;2713;Tasa de variación interanual;13.067891422069405;A
2006;2797;Tasa de variación interanual;24.030464903601658;A
2006;2911;Tasa de variación interanual;18.18882778430021;A
2006;3023;Tasa de variación interanual;-2.558578666694095;A
2006;3142;Tasa de variación interanual;38.23508065750744;A
2007;3143;Tasa de variación interanual;2.297888311003751;A
2007;2352;Tasa de variación interanual;6.429877937694947;A
2007;2402;Tasa de variación interanual;0.9369635035616598;A
2007;2482;Tasa de variación interanual;3.712260440636698;A
2007;2713;Tasa de variación interanual;-0.6129854378165154;A
2007;2797;Tasa de variación interanual;-1.68875304513043;A
2007;2911;Tasa de variación interanual;-5.84005725700237;A
2007;3023;Tasa de variación interanual;5.741387543911529;A
2007;3142;Tasa de variación interanual;0.1907406449781915;A
2008;3143;Tasa de variación interanual;-2.539971855131412;A
2008;2352;Tasa de variación interanual;-10.840574391748186;A
2008;2402;Tasa de variación interanual;-2.9739532019567885;A
2008;2482;Tasa de variación interanual;-1.118717558849284;A
2008;2713;Tasa de variación interanual;-1.8502375055307891;A
2008;2797;Tasa de variación interanual;-7.136516888701139;A
2008;2911;Tasa de variación interanual;-15.32836223099499;A
2008;3023;Tasa de variación interanual;1.8474682681365964;A
2008;3142;Tasa de variación interanual;-1.3172135696995049;A
2009;3143;Tasa de variación interanual;-12.804032527154568;A
2009;2352;Tasa de variación interanual;-15.678242751109;A
2009;2402;Tasa de variación interanual;-10.487528104236995;A
2009;2482;Tasa de variación interanual;-14.164020097546265;A
2009;2713;Tasa de variación interanual;-14.395532380637624;A
2009;2797;Tasa de variación interanual;-12.798357163262096;A
2009;2911;Tasa de variación interanual;-9.392076948307691;A
2009;3023;Tasa de variación interanual;-13.527610481557545;A
2009;3142;Tasa de variación interanual;-9.863624592173998;A
2010;3143;Tasa de variación interanual;-2.8843403385160244;A
2010;2352;Tasa de variación interanual;-14.876931922802097;A
2010;2402;Tasa de variación interanual;-7.918104514671391;A
2010;2482;Tasa de variación interanual;-2.961951074111849;A
2010;2713;Tasa de variación interanual;0.22799145663435147;A
2010;2797;Tasa de variación interanual;-3.681979531715211;A
2010;2911;Tasa de variación interanual;-6.243719004252151;A
2010;3023;Tasa de variación interanual;-1.4373149758578092;A
2010;3142;Tasa de variación interanual;6.248196986280426;A
2011;3143;Tasa de variación interanual;2.306023940628961;A
2011;2352;Tasa de variación interanual;6.382544503723499;A
2011;2402;Tasa de variación interanual;5.077196127265295;A
2011;2482;Tasa de variación interanual;7.612579980422378;A
2011;2713;Tasa de variación interanual;11.785946825897868;A
2011;2797;Tasa de variación interanual;-12.086232128367964;A
2011;2911;Tasa de variación interanual;-13.999066468313037;A
2011;3023;Tasa de variación interanual;1.2290397012476209;A
2011;3142;Tasa de variación interanual;0.4112072341011762;A
2012;3143;Tasa de variación interanual;-0.8820743362356916;A
2012;2352;Tasa de variación interanual;10.000753232776416;A
2012;2402;Tasa de variación interanual;0.2593479976449254;A
2012;2482;Tasa de variación interanual;16.606441435619445;A
2012;2713;Tasa de variación interanual;-3.5702696930782554;A
2012;2797;Tasa de variación interanual;5.545850183831903;A
2012;2911;Tasa de variación interanual;-10.578169940629982;A
2012;3023;Tasa de variación interanual;-5.358385022600907;A
2012;3142;Tasa de variación interanual;-2.17045124399046;A
2013;3143;Tasa de variación interanual;4.3135756221549615;A
2013;2352;Tasa de variación interanual;4.334642743845387;A
2013;2402;Tasa de variación interanual;6.57521935471849;A
2013;2482;Tasa de variación interanual;-0.6851095750711591;A
2013;2713;Tasa de variación interanual;6.74558537215247;A
2013;2797;Tasa de variación interanual;10.638453040636094;A
2013;2911;Tasa de variación interanual;-5.708231796515674;A
2013;3023;Tasa de variación interanual;4.905915061591839;A
2013;3142;Tasa de variación interanual;-2.1363568529075034;A
2014;3143;Tasa de variación interanual;6.665563856525289;A
2014;2352;Tasa de variación interanual;4.196499439065259;A
2014;2402;Tasa de variación interanual;7.849263820702908;A
2014;2482;Tasa de variación interanual;11.58866980294266;A
2014;2713;Tasa de variación interanual;11.991867621992188;A
2014;2797;Tasa de variación interanual;-0.46479795991010125;A
2014;2911;Tasa de variación interanual;4.087835168371939;A
2014;3023;Tasa de variación interanual;4.358480441133387;A
2014;3142;Tasa de variación interanual;9.201838028602342;A
2015;3143;Tasa de variación interanual;8.339401154914139;A
2015;2352;Tasa de variación interanual;8.186065268719792;A
2015;2402;Tasa de variación interanual;6.263175150037332;A
2015;2482;Tasa de variación interanual;1.690391819607151;A
2015;2713;Tasa de variación interanual;6.09143527393327;A
2015;2797;Tasa de variación interanual;9.252591745145294;A
2015;2911;Tasa de variación interanual;23.226270919160264;A
2015;3023;Tasa de variación interanual;9.142395947699503;A
2015;3142;Tasa de variación interanual;12.14031429410576;A
2016;3143;Tasa de variación interanual;8.394582077904047;A
2016;2352;Tasa de variación interanual;3.9392486818239467;A
2016;2402;Tasa de variación interanual;7.765993290854649;A
2016;2482;Tasa de variación interanual;16.188128624370517;A
2016;2713;Tasa de variación interanual;7.041345717669236;A
2016;2797;Tasa de variación interanual;9.949587799630681;A
2016;2911;Tasa de variación interanual;14.071947582383345;A
2016;3023;Tasa de variación interanual;6.208963213332509;A
2016;3142;Tasa de variación interanual;13.953360914003266;A
2017;3143;Tasa de variación interanual;5.506136442275002;A
2017;2352;Tasa de variación interanual;5.897044851684816;A
2017;2402;Tasa de variación interanual;7.328904388827774;A
2017;2482;Tasa de variación interanual;5.929438353428176;A
2017;2713;Tasa de variación interanual;1.3775293634111028;A
2017;2797;Tasa de variación interanual;7.333042946783112;A
2017;2911;Tasa de variación interanual;6.627075704770611;A
2017;3023;Tasa de variación interanual;6.02848542103546;A
2017;3142;Tasa de variación interanual;5.309002709507609;A
